country_final,region_final,happiness_final,gdp_final,social_support,health_final,freedom_final,generosity,corruption_final
Mozambique,,4.466,0.204,0.986,,0.494,0.197,0.138
Tunisia,,4.461,0.921,1.0,,0.167,0.059,0.055
Bangladesh,,4.456,0.562,0.928,,0.527,0.166,0.143
Iraq,,4.437,1.043,0.98,,0.241,0.148,0.089
Democratic Republic Of The Congo,,4.418,0.094,1.125,,0.269,0.212,0.053
Mali,,4.39,0.385,1.105,,0.327,0.153,0.052
Sierra Leone,,4.374,0.268,0.841,,0.309,0.252,0.045
Sri Lanka,,4.366,0.949,1.265,,0.47,0.244,0.047
Myanmar,,4.36,0.71,1.181,,0.525,0.566,0.172
Chad,,4.35,0.35,0.766,,0.174,0.198,0.078
Ukraine,,4.332,0.82,1.39,,0.178,0.187,0.01
Ethiopia,,4.286,0.336,1.033,,0.344,0.209,0.1
Eswatini,,4.212,0.811,1.149,,0.313,0.074,0.135
Uganda,,4.189,0.332,1.069,,0.356,0.252,0.06
Egypt,,4.166,0.913,1.039,,0.241,0.076,0.067
Zambia,,4.107,0.578,1.058,,0.431,0.247,0.087
Togo,,4.085,0.275,0.572,,0.293,0.177,0.085
India,,4.015,0.755,0.765,,0.498,0.2,0.085
Liberia,,3.975,0.073,0.922,,0.37,0.233,0.033
Comoros,,3.973,0.274,0.757,,0.142,0.275,0.078
Madagascar,,3.933,0.274,0.916,,0.148,0.169,0.041
Lesotho,,3.802,0.489,1.169,,0.359,0.107,0.093
Burundi,,3.775,0.046,0.447,,0.22,0.176,0.18
Zimbabwe,,3.663,0.366,1.114,,0.361,0.151,0.089
Haiti,,3.597,0.323,0.688,,0.026,0.419,0.11
Botswana,,3.488,1.041,1.145,,0.455,0.025,0.1
Syria,,3.462,0.619,0.378,,0.013,0.331,0.141
Malawi,,3.41,0.191,0.56,,0.443,0.218,0.089
Yemen,,3.38,0.287,1.163,,0.143,0.108,0.077
Rwanda,,3.334,0.359,0.711,,0.555,0.217,0.411
Tanzania,,3.231,0.476,0.885,,0.417,0.276,0.147
Afghanistan,,3.203,0.35,0.517,,0.0,0.158,0.025
Central African Republic,,3.083,0.026,0.0,,0.225,0.235,0.035
South Sudan,,2.853,0.306,0.575,,0.01,0.202,0.091
Finland,Western Europe,7.808700085,10.63926697,0.954329729,,0.949172199,-0.059482019,0.195444584
Denmark,Western Europe,7.645599842,10.77400112,0.955990791,,0.951444268,0.066201776,0.168489456
Switzerland,Western Europe,7.559899807,10.97993279,0.942846596,,0.921336651,0.105911039,0.303728431
Iceland,Western Europe,7.504499912,10.77255917,0.974669576,,0.948891878,0.246944219,0.711709738
Norway,Western Europe,7.487999916,11.08780384,0.952486575,,0.955750287,0.13453263,0.263218194
Netherlands,Western Europe,7.448900223,10.81271172,0.93913883,,0.908547819,0.20761244,0.364717126
Sweden,Western Europe,7.353499889,10.75879383,0.926311195,,0.939144194,0.111614622,0.250880182
New Zealand,North America and ANZ,7.299600124,10.50094318,0.949118972,,0.936217487,0.191598073,0.22113885
Austria,Western Europe,7.294199944,10.7428236,0.928045869,,0.899989486,0.085429221,0.499954879
Luxembourg,Western Europe,7.237500191,11.45068073,0.906912208,,0.90563643,-0.004620588,0.367084295
Canada,North America and ANZ,7.23210001,10.69236851,0.927176654,,0.933913231,0.124770768,0.390843362
Australia,North America and ANZ,7.222799778,10.72059631,0.944854617,,0.915431738,0.19046016,0.41516912
United Kingdom,Western Europe,7.164500237,10.60013485,0.93668282,,0.834743679,0.263732493,0.435915917
Israel,Middle East and North Africa,7.128600121,10.41752529,0.913571239,,0.747580588,0.10259372,0.78085506
Costa Rica,Latin America and Caribbean,7.121399879,9.658156395,0.901545942,,0.934738934,-0.10242971,0.786332428
Ireland,Western Europe,7.093699932,11.16097832,0.942081571,,0.886982977,0.145784974,0.357184172
Germany,Western Europe,7.075799942,10.7328186,0.898874462,,0.867371082,0.080179386,0.456422031
United States,North America and ANZ,6.939599991,10.92576885,0.914219022,,0.842619538,0.149891734,0.699715316
Czech Republic,Central and Eastern Europe,6.910900116,10.40416336,0.914430678,,0.818537354,-0.230861515,0.85844624
Belgium,Western Europe,6.863500118,10.6736393,0.911632538,,0.813582063,-0.078691199,0.612297952
United Arab Emirates,Middle East and North Africa,6.790800095,11.1099987,0.849181116,,0.941345513,0.123450845,0.594502211
Malta,Western Europe,6.772799969,10.53383827,0.93037951,,0.924911439,0.214965805,0.658547282
France,Western Europe,6.663799763,10.58422279,0.937103748,,0.825467646,-0.130641967,0.583521128
Mexico,Latin America and Caribbean,6.465000153,9.797797203,0.838665426,,0.858709276,-0.175266623,0.806821585
Taiwan,East Asia,6.45539999,10.77568531,0.894309103,,0.77153033,-0.073198698,0.73188293
Uruguay,Latin America and Caribbean,6.440100193,9.948192596,0.92281127,,0.892395437,-0.101103112,0.635994136
Saudi Arabia,Middle East and North Africa,6.406499863,10.79781246,0.874067068,,0.854191244,-0.168695062,0.682619512
Spain,Western Europe,6.400899887,10.46292686,0.921125412,,0.751989543,-0.050961714,0.765859902
Guatemala,Latin America and Caribbean,6.398900032,8.924805641,0.816621482,,0.908147573,-0.042938665,0.783237457
Italy,Western Europe,6.38740015,10.48183632,0.889878571,,0.66465199,-0.043460999,0.873404682
Singapore,Southeast Asia,6.377099991,11.39552116,0.910268962,,0.926645339,0.029879224,0.109784193
Brazil,Latin America and Caribbean,6.375599861,9.56643486,0.896723807,,0.799804807,-0.101812392,0.770601273
Slovenia,Central and Eastern Europe,6.363399982,10.39232254,0.939575672,,0.936142623,-0.080603383,0.817071021
El Salvador,Latin America and Caribbean,6.34829998,8.909075737,0.806092262,,0.833805263,-0.121072978,0.754319906
Kosovo,Central and Eastern Europe,6.325200081,9.204429626,0.820726514,,0.861535907,0.190933764,0.922328293
Panama,Latin America and Caribbean,6.304800034,10.03423405,0.902094483,,0.880366504,-0.153927714,0.851588905
Slovakia,Central and Eastern Europe,6.280600071,10.34774971,0.922493756,,0.749952674,-0.124409303,0.918096125
Uzbekistan,Commonwealth of Independent States,6.257599831,8.740371704,0.926595807,,0.974998116,0.248427153,0.501497388
Chile,Latin America and Caribbean,6.228499889,10.0320549,0.879713595,,0.744896293,-0.065668367,0.838239431
Bahrain,Middle East and North Africa,6.227300167,10.67638016,0.876342118,,0.905855775,0.13372919,0.7393471
Lithuania,Central and Eastern Europe,6.215499878,10.34362602,0.926107109,,0.747381449,-0.219725296,0.809583843
Trinidad And Tobago,Latin America and Caribbean,6.191899776,10.26000214,0.91529417,,0.857907116,0.000526841,0.912230611
Poland,Central and Eastern Europe,6.186299801,10.26512432,0.874257445,,0.862055779,-0.205084071,0.686927021
Colombia,Latin America and Caribbean,6.163400173,9.500369072,0.884440243,,0.836179912,-0.161235645,0.86457181
Cyprus,Western Europe,6.15899992,10.40570259,0.805996239,,0.779858291,0.043731496,0.856271744
Nicaragua,Latin America and Caribbean,6.13710022,8.493160248,0.857497036,,0.863902867,0.020959141,0.665950119
Romania,Central and Eastern Europe,6.123700142,10.107584,0.825161517,,0.842823207,-0.19781521,0.934300244
Kuwait,Middle East and North Africa,6.102099895,11.08982468,0.846475244,,0.872366488,-0.100184701,0.760849059
Mauritius,Sub-Saharan Africa,6.101299763,9.956786156,0.910357833,,0.889534533,-0.018318573,0.805343091
Kazakhstan,Commonwealth of Independent States,6.057899952,10.11465836,0.934744895,,0.811601937,-0.068488635,0.764490843
Estonia,Central and Eastern Europe,6.021800041,10.34001732,0.934729993,,0.87770915,-0.111697771,0.623073816
Philippines,Southeast Asia,6.006000042,8.993545532,0.846730053,,0.915463448,-0.105463006,0.733634114
Hungary,Central and Eastern Europe,6.000400066,10.24924374,0.921934128,,0.718964577,-0.194323018,0.892916501
Thailand,Southeast Asia,5.998799801,9.741791725,0.889973223,,0.905063033,0.268685192,0.886272311
Argentina,Latin America and Caribbean,5.974699974,9.810955048,0.900567949,,0.831132412,-0.194913864,0.842009842
Honduras,Latin America and Caribbean,5.953199863,8.424534798,0.821870148,,0.870603263,0.086969115,0.801131904
Latvia,Central and Eastern Europe,5.949999809,10.17531967,0.918288589,,0.671237648,-0.186888844,0.795580089
Ecuador,Latin America and Caribbean,5.925199986,9.246058464,0.836418986,,0.859828949,-0.127014965,0.801215112
Portugal,Western Europe,5.910900116,10.26374245,0.886590719,,0.888747811,-0.220714301,0.892629504
Jamaica,Latin America and Caribbean,5.889800072,9.006250381,0.915701866,,0.858068526,-0.125106767,0.888890028
South Korea,East Asia,5.872399807,10.51056671,0.799387157,,0.612965107,-0.043404032,0.789067447
Japan,East Asia,5.870800018,10.57968903,0.883545935,,0.809961379,-0.246910349,0.654558063
Peru,Latin America and Caribbean,5.796800137,9.456313133,0.831075251,,0.824766099,-0.16238822,0.893714964
Serbia,Central and Eastern Europe,5.77820015,9.680980682,0.881475747,,0.726495862,-0.073676221,0.843509018
Bolivia,Latin America and Caribbean,5.747499943,8.851115227,0.803108692,,0.875873327,-0.09168113,0.822606206
Pakistan,South Asia,5.69329977,8.482727051,0.689062297,,0.734833717,0.04489987,0.745705426
Paraguay,Latin America and Caribbean,5.692100048,9.389982224,0.898727894,,0.885923445,0.007997713,0.834788501
Dominican Republic,Latin America and Caribbean,5.689199924,9.664880753,0.882085383,,0.866202772,-0.131263286,0.755999923
Bosnia And Herzegovina,Central and Eastern Europe,5.674099922,9.455817223,0.829204142,,0.651352704,0.098274559,0.933769107
Moldova,Commonwealth of Independent States,5.607500076,8.776714325,0.843313575,,0.721609175,-0.037741039,0.913314283
Tajikistan,Commonwealth of Independent States,5.555699825,8.024810791,0.835297108,,0.831383407,-0.025088511,0.592076063
Montenegro,Central and Eastern Europe,5.54610014,9.751860619,0.855314612,,0.649565637,-0.075600356,0.783121586
Russia,Commonwealth of Independent States,5.546000004,10.12887192,0.903150737,,0.729892612,-0.151153743,0.864802599
Kyrgyzstan,Commonwealth of Independent States,5.541500092,8.148405075,0.887228489,,0.909374893,0.154772058,0.888396084
Belarus,Commonwealth of Independent States,5.539899826,9.779945374,0.90674746,,0.639163077,-0.164926544,0.63571167
North Cyprus,Western Europe,5.53550005,10.40570259,0.820356607,,0.79529351,0.000227159,0.62611568
Greece,Western Europe,5.514999866,10.13232613,0.814380348,,0.541345119,-0.300907373,0.859931409
Hong Kong,East Asia,5.510399818,10.9346714,0.845969081,,0.779833794,0.134979904,0.420607209
Croatia,Central and Eastern Europe,5.504700184,10.07087517,0.874623716,,0.714838803,-0.128538325,0.916495264
Libya,Middle East and North Africa,5.488800049,9.789815903,0.825942934,,0.773157001,-0.085054487,0.668779135
Mongolia,East Asia,5.456200123,9.412186623,0.937142491,,0.693351328,0.098093867,0.863511205
Malaysia,Southeast Asia,5.384300232,10.26251888,0.816509426,,0.894626856,0.114726797,0.839302301
Vietnam,Southeast Asia,5.353499889,8.809545517,0.849987149,,0.939592957,-0.094533332,0.79642123
Indonesia,Southeast Asia,5.285600185,9.36975193,0.808379889,,0.870614409,0.519586504,0.876296401
Côte D'Ivoire,Sub-Saharan Africa,5.233300209,8.225561142,0.658048689,,0.727909327,-0.043991156,0.790771961
Benin,Sub-Saharan Africa,5.21600008,7.674319744,0.468671143,,0.735182583,-0.003537213,0.740532577
Maldives,South Asia,5.197599888,9.518632889,0.91316092,,0.853962779,0.038085498,0.824211061
Republic Of The Congo,Sub-Saharan Africa,5.194399834,8.536987305,0.640228093,,0.719058514,-0.123674095,0.751779079
Azerbaijan,Commonwealth of Independent States,5.164800167,9.687726974,0.819308281,,0.786824107,-0.240255281,0.55253756
Macedonia,Central and Eastern Europe,5.159800053,9.510591507,0.820392311,,0.738840938,-0.019877451,0.897490501
Ghana,Sub-Saharan Africa,5.147999763,8.350645065,0.728601098,,0.794796526,0.094170853,0.847964764
Nepal,South Asia,5.137199879,7.925357342,0.785512447,,0.797565043,0.154168829,0.738099158
Turkey,Middle East and North Africa,5.131800175,10.12941933,0.826313555,,0.608830452,-0.171046436,0.748197377
China,East Asia,5.123899937,9.688568115,0.798760593,,0.898517907,-0.18142575,0.7539711
Turkmenistan,Commonwealth of Independent States,5.119100094,9.74803257,0.958966196,,0.826457024,0.187671542,0.883691847
Bulgaria,Central and Eastern Europe,5.101500034,9.869318962,0.937840343,,0.745178163,-0.143908441,0.935585141
Morocco,Middle East and North Africa,5.094799995,8.940313339,0.592628479,,0.772072434,-0.240377247,0.815724611
Cameroon,Sub-Saharan Africa,5.084899902,8.118647575,0.700386405,,0.763051808,-0.00149645,0.851336598
Venezuela,Latin America and Caribbean,5.053199768,8.977793694,0.890408158,,0.62327832,-0.169090509,0.837038398
Algeria,Middle East and North Africa,5.005099773,9.537964821,0.803385139,,0.466610909,-0.121105164,0.735485137
Senegal,Sub-Saharan Africa,4.980800152,8.118982315,0.723616004,,0.690596163,-0.052335154,0.808785141
Guinea,Sub-Saharan Africa,4.949299812,7.750990391,0.637573481,,0.706846774,0.076328471,0.761794448
Niger,Sub-Saharan Africa,4.909599781,6.842166901,0.617435038,,0.759772122,0.013860817,0.722530186
Laos,Southeast Asia,4.888599873,8.79858017,0.737502217,,0.907213569,0.11137148,0.634679317
Albania,Central and Eastern Europe,4.882699966,9.417930603,0.671070457,,0.781994224,-0.042309489,0.896303713
Cambodia,Southeast Asia,4.848400116,8.249890327,0.773080647,,0.959704638,0.051911179,0.822769046
Bangladesh,South Asia,4.832799911,8.287063599,0.687292993,,0.90062499,-0.033664726,0.661843538
Gabon,Sub-Saharan Africa,4.829299927,9.680537224,0.787886858,,0.704829216,-0.222261623,0.849150956
South Africa,Sub-Saharan Africa,4.814099789,9.403370857,0.852532268,,0.759330094,-0.109777324,0.843423843
Iraq,Middle East and North Africa,4.784800053,9.661095619,0.747694969,,0.633182645,-0.06956476,0.82226181
Lebanon,Middle East and North Africa,4.771500111,9.3617239,0.824338138,,0.551357508,-0.06121527,0.90225625
Burkina Faso,Sub-Saharan Africa,4.768700123,7.46854496,0.712943614,,0.665563583,-0.019080516,0.739795029
Gambia,Sub-Saharan Africa,4.750599861,7.321814537,0.6931687,,0.733163178,0.343198717,0.690717816
Mali,Sub-Saharan Africa,4.729300022,7.629852295,0.731468976,,0.71156615,-0.044366926,0.839328408
Nigeria,Sub-Saharan Africa,4.724100113,8.57662487,0.73721689,,0.759578407,0.033745807,0.861874342
Armenia,Commonwealth of Independent States,4.676799774,9.100476265,0.757479429,,0.712017834,-0.13877961,0.773544788
Georgia,Commonwealth of Independent States,4.672599792,9.226100922,0.629033029,,0.801641524,-0.22892037,0.665944695
Iran,Middle East and North Africa,4.672399998,9.813719749,0.694689691,,0.647873282,0.117891103,0.714635968
Jordan,Middle East and North Africa,4.633399963,9.025999069,0.80216372,,0.75104779,-0.162565202,0.700344324
Mozambique,Sub-Saharan Africa,4.623600006,7.069345951,0.723874032,,0.864451885,0.032375868,0.683019102
Kenya,Sub-Saharan Africa,4.583000183,8.02977562,0.702652037,,0.829747558,0.294681519,0.831499159
Namibia,Sub-Saharan Africa,4.571100235,9.203141212,0.846880972,,0.767520964,-0.18530646,0.851449788
Ukraine,Commonwealth of Independent States,4.56069994,9.010690689,0.878879368,,0.663081884,-0.030933706,0.920636714
Liberia,Sub-Saharan Africa,4.557899952,7.054380417,0.70928055,,0.735268712,0.04227322,0.856375933
Palestinian Territories,Middle East and North Africa,4.552800179,8.389223099,0.825295925,,0.645791829,-0.162079096,0.824199975
Uganda,Sub-Saharan Africa,4.43200016,7.500389576,0.764994621,,0.731713951,0.099487431,0.836737812
Chad,Sub-Saharan Africa,4.422699928,7.467963696,0.632388055,,0.587305248,0.017834719,0.802760839
Tunisia,Middle East and North Africa,4.392199993,9.314972878,0.688718557,,0.593361557,-0.216413811,0.867590249
Mauritania,Sub-Saharan Africa,4.374599934,8.233919144,0.790819228,,0.551522553,-0.106008142,0.746223509
Sri Lanka,South Asia,4.327000141,9.389969826,0.825374067,,0.837633669,0.081129618,0.859001756
Democratic Republic Of The Congo,Sub-Saharan Africa,4.31099987,6.694256306,0.672159016,,0.700793564,0.083637655,0.809403598
Eswatini,Sub-Saharan Africa,4.308100224,9.16267395,0.770290196,,0.646822274,-0.19920142,0.708263338
Myanmar,Southeast Asia,4.308000088,8.680481911,0.78440702,,0.895075202,0.560663998,0.645124316
Comoros,Sub-Saharan Africa,4.288599968,7.833630085,0.625662446,,0.547612607,0.090008408,0.780622602
Togo,Sub-Saharan Africa,4.187200069,7.357711315,0.551312625,,0.649828613,0.002667875,0.757733464
Ethiopia,Sub-Saharan Africa,4.186200142,7.509385586,0.743307352,,0.740795195,0.043377332,0.753690004
Madagascar,Sub-Saharan Africa,4.165599823,7.281685829,0.668195903,,0.557574093,-0.011823639,0.817485631
Egypt,Middle East and North Africa,4.151400089,9.316541672,0.735447824,,0.708354175,-0.196878314,0.787726879
Sierra Leone,Sub-Saharan Africa,3.926399946,7.26880312,0.636142015,,0.715315044,0.088660747,0.861330688
Burundi,Sub-Saharan Africa,3.775300026,6.492642403,0.490325719,,0.626350224,-0.017551597,0.606934547
Zambia,Sub-Saharan Africa,3.759399891,8.224720001,0.698824465,,0.806500256,0.078037128,0.801289678
Haiti,Latin America and Caribbean,3.720799923,7.411329269,0.593247831,,0.537825167,0.40053457,0.684767246
Lesotho,Sub-Saharan Africa,3.652800083,7.960488319,0.780495703,,0.738125861,-0.145732045,0.857392073
India,South Asia,3.573299885,8.849823952,0.592200935,,0.881444871,0.057551607,0.772042692
Malawi,Sub-Saharan Africa,3.538000107,7.062226295,0.544007301,,0.803223193,0.021433279,0.731700778
Yemen,Middle East and North Africa,3.527400017,7.759682655,0.817980587,,0.599920273,-0.157735437,0.800287724
Botswana,Sub-Saharan Africa,3.478899956,9.711203575,0.779121757,,0.821328104,-0.250394493,0.777930915
Tanzania,Sub-Saharan Africa,3.476200104,7.967665195,0.688933194,,0.82153976,0.109668687,0.619799435
Central African Republic,Sub-Saharan Africa,3.475899935,6.625160217,0.319459856,,0.640880644,0.082410358,0.891806662
Rwanda,Sub-Saharan Africa,3.312299967,7.600104332,0.54083544,,0.900589406,0.055483952,0.183541179
Zimbabwe,Sub-Saharan Africa,3.299200058,7.865711689,0.763092756,,0.711457908,-0.072063953,0.81023699
South Sudan,Sub-Saharan Africa,2.816600084,7.425359726,0.553707123,,0.451313615,0.016518548,0.763417304
Afghanistan,South Asia,2.566900015,7.462860584,0.470366955,,0.396573007,-0.0964294,0.933686554
Finland,Western Europe,7.842,10.775,0.954,,0.949,-0.098,0.186
Denmark,Western Europe,7.62,10.933,0.954,,0.946,0.03,0.179
Switzerland,Western Europe,7.571,11.117,0.942,,0.919,0.025,0.292
Iceland,Western Europe,7.554,10.878,0.983,,0.955,0.16,0.673
Netherlands,Western Europe,7.464,10.932,0.942,,0.913,0.175,0.338
Norway,Western Europe,7.392,11.053,0.954,,0.96,0.093,0.27
Sweden,Western Europe,7.363,10.867,0.934,,0.945,0.086,0.237
Luxembourg,Western Europe,7.324,11.647,0.908,,0.907,-0.034,0.386
New Zealand,North America and ANZ,7.277,10.643,0.948,,0.929,0.134,0.242
Austria,Western Europe,7.268,10.906,0.934,,0.908,0.042,0.481
Australia,North America and ANZ,7.183,10.796,0.94,,0.914,0.159,0.442
Israel,Middle East and North Africa,7.157,10.575,0.939,,0.8,0.031,0.753
Germany,Western Europe,7.155,10.873,0.903,,0.875,0.011,0.46
Canada,North America and ANZ,7.103,10.776,0.926,,0.915,0.089,0.415
Ireland,Western Europe,7.085,11.342,0.947,,0.879,0.077,0.363
Costa Rica,Latin America and Caribbean,7.069,9.88,0.891,,0.934,-0.126,0.809
United Kingdom,Western Europe,7.064,10.707,0.934,,0.859,0.233,0.459
Czech Republic,Central and Eastern Europe,6.965,10.556,0.947,,0.858,-0.208,0.868
United States,North America and ANZ,6.951,11.023,0.92,,0.837,0.098,0.698
Belgium,Western Europe,6.834,10.823,0.906,,0.783,-0.153,0.646
France,Western Europe,6.69,10.704,0.942,,0.822,-0.147,0.571
Bahrain,Middle East and North Africa,6.647,10.669,0.862,,0.925,0.089,0.722
Malta,Western Europe,6.602,10.674,0.931,,0.927,0.133,0.653
Taiwan,East Asia,6.584,10.871,0.898,,0.784,-0.07,0.721
United Arab Emirates,Middle East and North Africa,6.561,11.085,0.844,,0.932,0.074,0.589
Saudi Arabia,Middle East and North Africa,6.494,10.743,0.891,,0.877,-0.149,0.684
Spain,Western Europe,6.491,10.571,0.932,,0.761,-0.081,0.745
Italy,Western Europe,6.483,10.623,0.88,,0.693,-0.084,0.866
Slovenia,Central and Eastern Europe,6.461,10.529,0.948,,0.949,-0.101,0.806
Guatemala,Latin America and Caribbean,6.435,9.053,0.813,,0.906,-0.038,0.775
Uruguay,Latin America and Caribbean,6.431,9.966,0.925,,0.896,-0.092,0.59
Singapore,Southeast Asia,6.377,11.488,0.915,,0.927,-0.018,0.082
Kosovo,Central and Eastern Europe,6.372,9.318,0.821,,0.869,0.257,0.917
Slovakia,Central and Eastern Europe,6.331,10.369,0.936,,0.766,-0.124,0.911
Brazil,Latin America and Caribbean,6.33,9.577,0.882,,0.804,-0.071,0.756
Mexico,Latin America and Caribbean,6.317,9.859,0.831,,0.862,-0.147,0.799
Jamaica,Latin America and Caribbean,6.309,9.186,0.877,,0.89,-0.137,0.884
Lithuania,Central and Eastern Europe,6.255,10.499,0.935,,0.773,-0.203,0.826
Cyprus,Western Europe,6.223,10.576,0.802,,0.763,-0.015,0.844
Estonia,Central and Eastern Europe,6.189,10.481,0.941,,0.909,-0.106,0.527
Panama,Latin America and Caribbean,6.18,10.35,0.896,,0.872,-0.166,0.856
Uzbekistan,Commonwealth of Independent States,6.179,8.836,0.918,,0.97,0.311,0.515
Chile,Latin America and Caribbean,6.172,10.071,0.882,,0.742,-0.044,0.83
Poland,Central and Eastern Europe,6.166,10.382,0.898,,0.841,-0.165,0.735
Kazakhstan,Commonwealth of Independent States,6.152,10.155,0.952,,0.853,-0.069,0.733
Romania,Central and Eastern Europe,6.14,10.284,0.832,,0.845,-0.219,0.938
Kuwait,Middle East and North Africa,6.106,10.817,0.843,,0.867,-0.104,0.736
Serbia,Central and Eastern Europe,6.078,9.787,0.873,,0.778,0.002,0.835
El Salvador,Latin America and Caribbean,6.061,9.054,0.762,,0.888,-0.11,0.688
Mauritius,Sub-Saharan Africa,6.049,10.008,0.905,,0.867,-0.054,0.789
Latvia,Central and Eastern Europe,6.032,10.315,0.927,,0.715,-0.162,0.8
Colombia,Latin America and Caribbean,6.012,9.557,0.847,,0.837,-0.135,0.841
Hungary,Central and Eastern Europe,5.992,10.358,0.943,,0.755,-0.186,0.876
Thailand,Southeast Asia,5.985,9.805,0.888,,0.884,0.287,0.895
Nicaragua,Latin America and Caribbean,5.972,8.62,0.864,,0.836,0.02,0.664
Japan,East Asia,5.94,10.611,0.884,,0.796,-0.258,0.638
Argentina,Latin America and Caribbean,5.929,9.962,0.898,,0.828,-0.182,0.834
Portugal,Western Europe,5.929,10.421,0.879,,0.892,-0.244,0.887
Honduras,Latin America and Caribbean,5.919,8.648,0.812,,0.857,0.081,0.809
Croatia,Central and Eastern Europe,5.882,10.217,0.924,,0.754,-0.118,0.939
Philippines,Southeast Asia,5.88,9.076,0.83,,0.917,-0.097,0.742
South Korea,East Asia,5.845,10.651,0.799,,0.672,-0.083,0.727
Peru,Latin America and Caribbean,5.84,9.458,0.832,,0.822,-0.154,0.891
Bosnia And Herzegovina,Central and Eastern Europe,5.813,9.59,0.87,,0.706,0.113,0.931
Moldova,Commonwealth of Independent States,5.766,9.454,0.857,,0.822,-0.079,0.918
Ecuador,Latin America and Caribbean,5.764,9.313,0.821,,0.842,-0.124,0.843
Kyrgyzstan,Commonwealth of Independent States,5.744,8.538,0.893,,0.935,0.119,0.908
Greece,Western Europe,5.723,10.279,0.823,,0.582,-0.288,0.823
Bolivia,Latin America and Caribbean,5.716,9.046,0.81,,0.875,-0.077,0.839
Mongolia,East Asia,5.677,9.4,0.935,,0.708,0.116,0.856
Paraguay,Latin America and Caribbean,5.653,9.448,0.893,,0.876,0.028,0.882
Montenegro,Central and Eastern Europe,5.581,9.94,0.858,,0.708,-0.034,0.812
Dominican Republic,Latin America and Caribbean,5.545,9.802,0.853,,0.86,-0.133,0.714
North Cyprus,Western Europe,5.536,10.576,0.82,,0.795,0.012,0.626
Belarus,Commonwealth of Independent States,5.534,9.853,0.91,,0.65,-0.18,0.627
Russia,Commonwealth of Independent States,5.477,10.189,0.903,,0.718,-0.111,0.845
Hong Kong,East Asia,5.477,11.0,0.836,,0.717,0.067,0.403
Tajikistan,Commonwealth of Independent States,5.466,8.091,0.86,,0.832,-0.056,0.553
Vietnam,Southeast Asia,5.411,8.973,0.85,,0.94,-0.098,0.796
Libya,Middle East and North Africa,5.41,9.622,0.827,,0.771,-0.087,0.667
Malaysia,Southeast Asia,5.384,10.238,0.817,,0.895,0.125,0.839
Indonesia,Southeast Asia,5.345,9.365,0.811,,0.873,0.542,0.867
Republic Of The Congo,Sub-Saharan Africa,5.342,8.117,0.636,,0.695,-0.068,0.745
China,East Asia,5.339,9.673,0.811,,0.904,-0.146,0.755
Côte D'Ivoire,Sub-Saharan Africa,5.306,8.551,0.644,,0.741,-0.016,0.794
Armenia,Commonwealth of Independent States,5.283,9.487,0.799,,0.825,-0.168,0.629
Nepal,South Asia,5.269,8.12,0.774,,0.782,0.152,0.727
Bulgaria,Central and Eastern Europe,5.266,10.016,0.931,,0.788,-0.096,0.932
Maldives,South Asia,5.198,9.826,0.913,,0.854,0.024,0.825
Azerbaijan,Commonwealth of Independent States,5.171,9.569,0.836,,0.814,-0.223,0.506
Cameroon,Sub-Saharan Africa,5.142,8.189,0.71,,0.731,0.026,0.848
Senegal,Sub-Saharan Africa,5.132,8.118,0.71,,0.695,-0.046,0.801
Albania,Central and Eastern Europe,5.117,9.52,0.697,,0.785,-0.03,0.901
Macedonia,Central and Eastern Europe,5.101,9.693,0.805,,0.751,0.038,0.905
Ghana,Sub-Saharan Africa,5.088,8.58,0.727,,0.807,0.123,0.848
Niger,Sub-Saharan Africa,5.074,7.098,0.641,,0.806,0.018,0.693
Turkmenistan,Commonwealth of Independent States,5.066,9.629,0.983,,0.877,0.273,0.888
Gambia,Sub-Saharan Africa,5.051,7.686,0.69,,0.697,0.424,0.746
Benin,Sub-Saharan Africa,5.045,8.087,0.489,,0.757,-0.034,0.661
Laos,Southeast Asia,5.03,8.947,0.728,,0.91,0.123,0.658
Bangladesh,South Asia,5.025,8.454,0.693,,0.877,-0.041,0.682
Guinea,Sub-Saharan Africa,4.984,7.838,0.639,,0.697,0.095,0.766
South Africa,Sub-Saharan Africa,4.956,9.403,0.86,,0.749,-0.067,0.86
Turkey,Middle East and North Africa,4.948,10.24,0.822,,0.576,-0.139,0.776
Pakistan,South Asia,4.934,8.458,0.651,,0.726,0.098,0.787
Morocco,Middle East and North Africa,4.918,8.903,0.56,,0.774,-0.236,0.801
Venezuela,Latin America and Caribbean,4.892,9.073,0.861,,0.615,-0.169,0.827
Georgia,Commonwealth of Independent States,4.891,9.585,0.671,,0.783,-0.238,0.655
Algeria,Middle East and North Africa,4.887,9.342,0.802,,0.48,-0.067,0.752
Ukraine,Commonwealth of Independent States,4.875,9.436,0.888,,0.724,-0.011,0.924
Iraq,Middle East and North Africa,4.854,9.24,0.746,,0.63,-0.053,0.875
Gabon,Sub-Saharan Africa,4.852,9.603,0.776,,0.731,-0.2,0.84
Burkina Faso,Sub-Saharan Africa,4.834,7.678,0.672,,0.695,-0.009,0.748
Cambodia,Southeast Asia,4.83,8.36,0.765,,0.959,0.034,0.843
Mozambique,Sub-Saharan Africa,4.794,7.158,0.744,,0.882,0.061,0.684
Nigeria,Sub-Saharan Africa,4.759,8.533,0.74,,0.737,0.037,0.878
Mali,Sub-Saharan Africa,4.723,7.744,0.724,,0.697,-0.036,0.827
